"MIRCCO_AREA","Région","MIRCCO_SECTOR","Secteur","MIRCCO_INSTRUMENT","Instrument","MIRCCO_MATURITY","Maturité","FREQUENCY","Fréquence","TIME","Temps","Value","Flag Codes","Flags"
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-12","2016M12",2.34,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-10","2017M10",2.3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-11","2017M11",2.3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-12","2017M12",2.25,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-01","2009M1",5.46,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-02","2009M2",5.24,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-03","2009M3",5.06,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2009-12","2009M12",4.22,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-01","2010M1",4.2,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-02","2010M2",4.22,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-03","2010M3",4.21,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2010-04","2010M4",4.19,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-01","2011M1",4.15,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-02","2011M2",4.36,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-03","2011M3",4.48,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2011-04","2011M4",4.56,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-02","2012M2",4.58,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-03","2012M3",4.56,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-04","2012M4",4.47,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2012-05","2012M5",4.46,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-03","2013M3",4.01,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-04","2013M4",3.92,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-05","2013M5",3.93,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2013-06","2013M6",4.07,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-03","2014M3",3.87,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-04","2014M4",3.77,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-05","2014M5",3.85,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-06","2014M6",3.81,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2014-07","2014M7",3.58,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-04","2015M4",2.96,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-05","2015M5",2.96,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-06","2015M6",2.9,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2015-07","2015M7",2.88,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-05","2016M5",2.56,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-06","2016M6",2.48,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-05","2017M5",2.37,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-02","2018M2",2.32,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-03","2018M3",2.28,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-04","2018M4",2.3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-05","2018M5",2.3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2019-03","2019M3",2.27,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2019-04","2019M4",2.22,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2019-05","2019M5",2.23,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2019-06","2019M6",2.2,"P","Provisoire"
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-01","2018M1",2.26,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-11","2018M11",2.26,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-12","2018M12",2.2,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2019-01","2019M1",2.3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2019-02","2019M2",2.3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-07","2016M7",2.44,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2016-08","2016M8",2.5,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-06","2017M6",2.3,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-07","2017M7",2.34,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-08","2017M8",2.46,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2017-09","2017M9",2.38,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-06","2018M6",2.24,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-07","2018M7",2.15,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-08","2018M8",2.34,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-09","2018M9",2.24,,
"EU","Eurozone","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_I","Fixation initiale du taux d'une durée supérieure à 1 an et inférieure à 5 ans","M","Mensuelle","2018-10","2018M10",2.27,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-04","2009M4",2.54,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-05","2009M5",2.48,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-06","2009M6",2.57,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-08","2009M8",2.31,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-09","2009M9",2.06,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-10","2009M10",2.14,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-11","2009M11",2.23,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-09","2010M9",2.25,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-10","2010M10",2.31,,
"EU","Eurozone","2240","Sociétés non financières","A2A_1","Supérieure à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-11","2010M11",2.41,,
